id	url	title	town	area	description	NRIS_no	nara_cat	long-lat
LC_HABS_HAER_az0628	https://www.loc.gov/item/az0628	Ash Fork Steel Dam, Johnson Canyon, Ash Fork, Yavapai County, AZ	Ash Fork,  Yavapai County,  AZ	Yavapai County,  AZ	HAER AZ-90 ; Building/structure dates: 1898 Initial Construction ; National Register of Historic Places NRIS Number: 76000373	76000373	https://catalog.archives.gov/id/76000373	-112.41562, 35.225367
LC_HABS_HAER_ca3572	https://www.loc.gov/item/ca3572	USS Hoga, Suisun Bay Reserve Fleet, Benicia, Solano County, CA	Benicia,  Solano County,  CA	Solano County,  CA	HAER CA-2261 ; Building/structure dates: 1940-1941 Initial Construction ; Building/structure dates: 1948 Subsequent Work ; National Register of Historic Places NRIS Number: 89001429	89001429	https://catalog.archives.gov/id/89001429	-122.097628, 38.077236
LC_HABS_HAER_ca3663	https://www.loc.gov/item/ca3663	Presidio of San Francisco, Doyle Drive and Veterans Highway Exchange, Doyle Drive, Veterans Boulevard, and Richardson Avenue, San Francisco, San Francisco County, CA	San Francisco,  San Francisco County,  CA	San Francisco County,  CA	HAER CA-2270 ; Building/structure dates: after. 1933- before. 1938 Initial Construction ; Building/structure dates: after. 1935- before. 1939 Subsequent Work ; Building/structure dates: after. 1937- before. 1941 Subsequent Work ; National Register of Historic Places NRIS Number: 66000232	66000232	https://catalog.archives.gov/id/66000232	-122.44964267913284, 37.804627
LC_HABS_HAER_ca3871	https://www.loc.gov/item/ca3871	Point Bonita Lighthouse Suspension Bridge, Sausalito, Marin County, CA	Sausalito,  Marin County,  CA	Marin County,  CA	HAER CA-2289 ; Building/structure dates: 1954 Initial Construction ; Building/structure dates: 1979 Subsequent Work ; Building/structure dates: 1989 Subsequent Work ; National Register of Historic Places NRIS Number: 91001099	91001099	https://catalog.archives.gov/id/91001099	-122.529077, 37.815888
LC_HABS_HAER_ca3886	https://www.loc.gov/item/ca3886	Presidio of San Francisco, Rail Line, North Cantonment, Between Mason Street and Halleck Street, San Francisco, San Francisco County, CA	San Francisco,  San Francisco County,  CA	San Francisco County,  CA	HAER CA-2296 ; Building/structure dates: ca. 1913 Initial Construction ; National Register of Historic Places NRIS Number: 66000232	66000232	https://catalog.archives.gov/id/66000232	-122.456225, 37.803935
LC_HABS_HAER_ca4194	https://www.loc.gov/item/ca4194	Kelso-Cima Road, East of the intersection with Kelbaker Road, Kelso, San Bernardino County, CA	Kelso,  San Bernardino County,  CA	San Bernardino County,  CA	HAER CA-2317 ; Building/structure dates: 1904-1905 Initial Construction ; Building/structure dates: 2015 Subsequent Work ; National Register of Historic Places NRIS Number: 01000760	01000760	https://catalog.archives.gov/id/01000760	-115.654121, 35.011923
LC_HABS_HAER_ca4266	https://www.loc.gov/item/ca4266	Motor Yacht Pasada Manana, Guest Dock, Port of Redwood City, Redwood City, San Mateo County, CA	Redwood City,  San Mateo County,  CA	San Mateo County,  CA	HAER CA-2326 ; Building/structure dates: 1927 Initial Construction ; Building/structure dates: 1972 Subsequent Work ; Building/structure dates: 1959 Subsequent Work ; Building/structure dates: ca. 1990 Subsequent Work ; Building/structure dates: after 1966 Subsequent Work ; National Register of Historic Places NRIS Number: 15000100	15000100	https://catalog.archives.gov/id/15000100	-122.213842, 37.50436
LC_HABS_HAER_ca3077	https://www.loc.gov/item/ca3077	Vandenburg Air Force Base, Space Launch Complex 10, North End of Aero Road, Lompoc, Santa Barbara County, CA	Lompoc,  Santa Barbara County,  CA	Santa Barbara County,  CA	HAER CA-296 ; Building/structure dates: 1959 Initial Construction ; National Register of Historic Places NRIS Number: 86003511	86003511	https://catalog.archives.gov/id/86003511	-120.617504034073, 34.7663330423849
LC_HABS_HAER_ca3078	https://www.loc.gov/item/ca3078	Vandenburg Air Force Base, Space Launch Complex 10, Blockhouse, North End of Aero Road, Lompoc, Santa Barbara County, CA	Lompoc,  Santa Barbara County,  CA	Santa Barbara County,  CA	HAER CA-296-A ; National Register of Historic Places NRIS Number: 86003511	86003511	https://catalog.archives.gov/id/86003511	-120.621344, 34.764648
LC_HABS_HAER_ca3079	https://www.loc.gov/item/ca3079	Vandenburg Air Force Base, Space Launch Complex 10, Metal Building, North End of Aero Road, Lompoc, Santa Barbara County, CA	Lompoc,  Santa Barbara County,  CA	Santa Barbara County,  CA	HAER CA-296-B ; National Register of Historic Places NRIS Number: 86003511	86003511	https://catalog.archives.gov/id/86003511	-120.620982, 34.764846
LC_HABS_HAER_ca3080	https://www.loc.gov/item/ca3080	Vandenburg Air Force Base, Space Launch Complex 10, Office & Administration Building, North End of Aero Road, Lompoc, Santa Barbara County, CA	Lompoc,  Santa Barbara County,  CA	Santa Barbara County,  CA	HAER CA-296-C ; National Register of Historic Places NRIS Number: 86003511	86003511	https://catalog.archives.gov/id/86003511	-120.62304, 34.764212
LC_HABS_HAER_ca3081	https://www.loc.gov/item/ca3081	Vandenburg Air Force Base, Space Launch Complex 10, Technical Support Building, North End of Aero Road, Lompoc, Santa Barbara County, CA	Lompoc,  Santa Barbara County,  CA	Santa Barbara County,  CA	HAER CA-296-D ; National Register of Historic Places NRIS Number: 86003511	86003511	https://catalog.archives.gov/id/86003511	-120.62286, 34.764083
LC_HABS_HAER_ca3082	https://www.loc.gov/item/ca3082	Vandenburg Air Force Base, Space Launch Complex 10, Hydrogen Peroxide Facility, North End of Aero Road, Lompoc, Santa Barbara County, CA	Lompoc,  Santa Barbara County,  CA	Santa Barbara County,  CA	HAER CA-296-E ; National Register of Historic Places NRIS Number: 86003511	86003511	https://catalog.archives.gov/id/86003511	-120.621341, 34.766542
LC_HABS_HAER_ca3083	https://www.loc.gov/item/ca3083	Vandenburg Air Force Base, Space Launch Complex 10, East Launch Pad, North End of Aero Road, Lompoc, Santa Barbara County, CA	Lompoc,  Santa Barbara County,  CA	Santa Barbara County,  CA	HAER CA-296-F ; National Register of Historic Places NRIS Number: 86003511	86003511	https://catalog.archives.gov/id/86003511	-120.622726, 34.766334
LC_HABS_HAER_ca3084	https://www.loc.gov/item/ca3084	Vandenburg Air Force Base, Space Launch Complex 10, Maintenance Support Building, North End of Aero Road, Lompoc, Santa Barbara County, CA	Lompoc,  Santa Barbara County,  CA	Santa Barbara County,  CA	HAER CA-296-G ; National Register of Historic Places NRIS Number: 86003511	86003511	https://catalog.archives.gov/id/86003511	-120.62334, 34.766964
LC_HABS_HAER_ca3085	https://www.loc.gov/item/ca3085	Vandenburg Air Force Base, Space Launch Complex 10, West Launch Pad, North End of Aero Road, Lompoc, Santa Barbara County, CA	Lompoc,  Santa Barbara County,  CA	Santa Barbara County,  CA	HAER CA-296-H ; National Register of Historic Places NRIS Number: 86003511	86003511	https://catalog.archives.gov/id/86003511	-120.622639, 34.766421
LC_HABS_HAER_ca3086	https://www.loc.gov/item/ca3086	Vandenburg Air Force Base, Space Launch Complex 10, Construction Storage Building, North End of Aero Road, Lompoc, Santa Barbara County, CA	Lompoc,  Santa Barbara County,  CA	Santa Barbara County,  CA	HAER CA-296-I ; National Register of Historic Places NRIS Number: 86003511	86003511	https://catalog.archives.gov/id/86003511	-120.623057, 34.766721
LC_HABS_HAER_ca3087	https://www.loc.gov/item/ca3087	Vandenburg Air Force Base, Space Launch Complex 10, Power Substation, North End of Aero Road, Lompoc, Santa Barbara County, CA	Lompoc,  Santa Barbara County,  CA	Santa Barbara County,  CA	HAER CA-296-J ; Building/structure dates: before 2012 Demolished ; National Register of Historic Places NRIS Number: 86003511	86003511	https://catalog.archives.gov/id/86003511	-120.622891, 34.766931
LC_HABS_HAER_ca3088	https://www.loc.gov/item/ca3088	Vandenburg Air Force Base, Space Launch Complex 10, LE-8, North End of Aero Road, Lompoc, Santa Barbara County, CA	Lompoc,  Santa Barbara County,  CA	Santa Barbara County,  CA	HAER CA-296-K ; National Register of Historic Places NRIS Number: 86003511	86003511	https://catalog.archives.gov/id/86003511	-120.622673, 34.766411
LC_HABS_HAER_ca3107	https://www.loc.gov/item/ca3107	Southern Pacific, Sacramento Shops, 111 I Street, Sacramento, Sacramento County, CA	Sacramento,  Sacramento County,  CA	Sacramento County,  CA	HAER CA-303 ; National Register of Historic Places NRIS Number: 100010111	100010111	https://catalog.archives.gov/id/100010111	-121.500684, 38.587235
LC_HABS_HAER_ca3108	https://www.loc.gov/item/ca3108	Southern Pacific, Sacramento Shops, Erecting Shop, 111 I Street, Sacramento, Sacramento County, CA	Sacramento,  Sacramento County,  CA	Sacramento County,  CA	HAER CA-303-A ; Building/structure dates: 1869-1905 Initial Construction ; National Register of Historic Places NRIS Number: 100010111	100010111	https://catalog.archives.gov/id/100010111	-121.500684, 38.587235
LC_HABS_HAER_ca3109	https://www.loc.gov/item/ca3109	Southern Pacific, Sacramento Shops, Boiler Shop, 111 I Street, Sacramento, Sacramento County, CA	Sacramento,  Sacramento County,  CA	Sacramento County,  CA	HAER CA-303-B ; Building/structure dates: 1888-1905 Initial Construction ; National Register of Historic Places NRIS Number: 100010111	100010111	https://catalog.archives.gov/id/100010111	-121.501605, 38.587106
LC_HABS_HAER_ca3110	https://www.loc.gov/item/ca3110	Southern Pacific, Sacramento Shops, Blacksmith Shop, 111 I Street, Sacramento, Sacramento County, CA	Sacramento,  Sacramento County,  CA	Sacramento County,  CA	HAER CA-303-C ; Building/structure dates: ca. 1869 Initial Construction ; Building/structure dates: 1942 Subsequent Work ; National Register of Historic Places NRIS Number: 100010111	100010111	https://catalog.archives.gov/id/100010111	-121.500055, 38.587023
LC_HABS_HAER_ca3431	https://www.loc.gov/item/ca3431	Southern Pacific, Sacramento Shops, Car Shop No. 3, 111 I Street, Sacramento, Sacramento County, CA	Sacramento,  Sacramento County,  CA	Sacramento County,  CA	HAER CA-303-D ; National Register of Historic Places NRIS Number: 100010111	100010111	https://catalog.archives.gov/id/100010111	-121.499677, 38.587475
LC_HABS_HAER_ca3432	https://www.loc.gov/item/ca3432	Southern Pacific, Sacramento Shops, Car Machine Shop, 111 I Street, Sacramento, Sacramento County, CA	Sacramento,  Sacramento County,  CA	Sacramento County,  CA	HAER CA-303-E ; National Register of Historic Places NRIS Number: 100010111	100010111	https://catalog.archives.gov/id/100010111	-121.499999, 38.588294
LC_HABS_HAER_ca3433	https://www.loc.gov/item/ca3433	Southern Pacific, Sacramento Shops, Paint Shop, 111 I Street, Sacramento, Sacramento County, CA	Sacramento,  Sacramento County,  CA	Sacramento County,  CA	HAER CA-303-F ; National Register of Historic Places NRIS Number: 100010111	100010111	https://catalog.archives.gov/id/100010111	-121.498439, 38.587408
LC_HABS_HAER_ca3434	https://www.loc.gov/item/ca3434	Southern Pacific, Sacramento Shops, Planing Mill, 111 I Street, Sacramento, Sacramento County, CA	Sacramento,  Sacramento County,  CA	Sacramento County,  CA	HAER CA-303-G ; National Register of Historic Places NRIS Number: 100010111	100010111	https://catalog.archives.gov/id/100010111	-121.500009, 38.587983
LC_HABS_HAER_ca3435	https://www.loc.gov/item/ca3435	Southern Pacific, Sacramento Shops, Privy, 111 I Street, Sacramento, Sacramento County, CA	Sacramento,  Sacramento County,  CA	Sacramento County,  CA	HAER CA-303-H ; National Register of Historic Places NRIS Number: 100010111	100010111	https://catalog.archives.gov/id/100010111	-121.499964, 38.587782
LC_HABS_HAER_ca3447	https://www.loc.gov/item/ca3447	Southern Pacific, Sacramento Shops, Pitless Transfer Table, 111 I Street, Sacramento, Sacramento County, CA	Sacramento,  Sacramento County,  CA	Sacramento County,  CA	HAER CA-303-I ; National Register of Historic Places NRIS Number: 100010111	100010111	https://catalog.archives.gov/id/100010111	-121.501157, 38.587153
LC_HABS_HAER_ca3448	https://www.loc.gov/item/ca3448	Southern Pacific, Sacramento Shops, Water Tower, 111 I Street, Sacramento, Sacramento County, CA	Sacramento,  Sacramento County,  CA	Sacramento County,  CA	HAER CA-303-J ; National Register of Historic Places NRIS Number: 100010111	100010111	https://catalog.archives.gov/id/100010111	-121.497769, 38.589246
LC_HABS_HAER_ca3449	https://www.loc.gov/item/ca3449	Southern Pacific, Sacramento Shops, Turntable, 111 I Street, Sacramento, Sacramento County, CA	Sacramento,  Sacramento County,  CA	Sacramento County,  CA	HAER CA-303-K ; National Register of Historic Places NRIS Number: 100010111	100010111	https://catalog.archives.gov/id/100010111	-121.501127, 38.588058
LC_HABS_HAER_ca3167	https://www.loc.gov/item/ca3167	Honey Run Bridge, Spanning Butte Creek, bypassed section of Honey Run Road (originally Carr Hill Road), Paradise, Butte County, CA	Paradise,  Butte County,  CA	Butte County,  CA	HAER CA-312 ; Building/structure dates: ca. 1886 Initial Construction ; Building/structure dates: 1965-1966 Subsequent Work ; Building/structure dates: 1972 Subsequent Work ; Building/structure dates: 2018 Demolished ; National Register of Historic Places NRIS Number: 88000920	88000920	https://catalog.archives.gov/id/88000920	-121.703474, 39.728429
LC_HABS_HAER_ca3169	https://www.loc.gov/item/ca3169	Powder Works Bridge, Spanning San Lorenzo River, Keystone Way, Paradise Park, Santa Cruz, Santa Cruz County, CA	Santa Cruz,  Santa Cruz County,  CA	Santa Cruz County,  CA	HAER CA-313 ; Building/structure dates: 1872 Initial Construction ; Building/structure dates: after. 1930- before. 1939 Subsequent Work ; Building/structure dates: 1967 Subsequent Work ; Building/structure dates: 1972 Subsequent Work ; National Register of Historic Places NRIS Number: 15000279	15000279	https://catalog.archives.gov/id/15000279	-122.04385, 37.01231
LC_HABS_HAER_ca3186	https://www.loc.gov/item/ca3186	Knight's Ferry Bridge, Spanning Stanislaus River, bypassed section of Stockton-Sonora Road, Knights Ferry, Stanislaus County, CA	Knights Ferry,  Stanislaus County,  CA	Stanislaus County,  CA	HAER CA-314 ; Building/structure dates: 1863-1864 Initial Construction ; Building/structure dates: 1885 Subsequent Work ; Building/structure dates: 1918 Subsequent Work ; Building/structure dates: 1988-1989 Subsequent Work ; National Register of Historic Places NRIS Number: 12001014	12001014	https://catalog.archives.gov/id/12001014	-120.663731, 37.819504
LC_HABS_HAER_ca3398	https://www.loc.gov/item/ca3398	Rosie the Riveter National Historical Park, Richmond Shipyard No. 3, Point Potrero, Richmond, Contra Costa County, CA	Richmond,  Contra Costa County,  CA	Contra Costa County,  CA	HAER CA-326-M ; Building/structure dates: 1942 Initial Construction ; National Register of Historic Places NRIS Number: 00000364	00000364	https://catalog.archives.gov/id/00000364	-122.366172, 37.905236
LC_HABS_HAER_ca3437	https://www.loc.gov/item/ca3437	Naval Air Station Moffett Field, Hangar No. 1, Cummins Avenue, Moffett Field, Sunnyvale, Santa Clara County, CA	Sunnyvale,  Santa Clara County,  CA	Santa Clara County,  CA	HAER CA-335-A ; Building/structure dates: 1931-1933 Initial Construction ; National Register of Historic Places NRIS Number: 94000045	94000045	https://catalog.archives.gov/id/94000045	-122.054093, 37.412941
LC_HABS_HAER_ca3452	https://www.loc.gov/item/ca3452	First Street Bridge, Spanning Napa River at First Street between Soscol Avenue & Juarez Street, Napa, Napa County, CA	Napa,  Napa County,  CA	Napa County,  CA	HAER CA-340 ; Building/structure dates: 1915 Initial Construction ; Building/structure dates: ca. 2009 Demolished ; National Register of Historic Places NRIS Number: 04000774	04000774	https://catalog.archives.gov/id/04000774	-122.279249, 38.30236
LC_HABS_HAER_ca1372	https://www.loc.gov/item/ca1372	Gianella Bridge, Spanning Sacramento River at State Highway 32, Hamilton City, Glenn County, CA	Hamilton City,  Glenn County,  CA	Glenn County,  CA	HAER CA-44 ; Building/structure dates: 1908-1911 Initial Construction ; Building/structure dates: 1937 Subsequent Work ; Building/structure dates: 1954 Subsequent Work ; Building/structure dates: after 1985 Demolished ; National Register of Historic Places NRIS Number: 82004614	82004614	https://catalog.archives.gov/id/82004614	-121.997811, 39.750771
LC_HABS_HAER_ca1359	https://www.loc.gov/item/ca1359	Fort MacArthur, Raw Salt Storage & Processing Buildings, Pacific Avenue, San Pedro, Los Angeles County, CA	San Pedro,  Los Angeles County,  CA	Los Angeles County,  CA	HAER CA-21 ; Building/structure dates: 1916-1917 Initial Construction ; Building/structure dates: 1943 Subsequent Work ; Building/structure dates: 1950 Subsequent Work ; Building/structure dates: 1952 Subsequent Work ; Building/structure dates: 1958 Subsequent Work ; Building/structure dates: 1960 Subsequent Work ; National Register of Historic Places NRIS Number: 84000785	84000785	https://catalog.archives.gov/id/84000785	-118.28603, 33.71749
LC_HABS_HAER_ca3030	https://www.loc.gov/item/ca3030	White's Point Reservation, Base End Stations, Bounded by Voyager Circle & Mariner Drive, San Pedro, Los Angeles County, CA	San Pedro,  Los Angeles County,  CA	Los Angeles County,  CA	HAER CA-185 ; Building/structure dates: 1917-1918 Initial Construction ; Building/structure dates: after 1930 Subsequent Work ; National Register of Historic Places NRIS Number: 74000526	74000526	https://catalog.archives.gov/id/74000526	-118.3093, 33.71815
LC_HABS_HAER_ca1341	https://www.loc.gov/item/ca1341	Bridgeport Covered Bridge, Spanning South Fork of Yuba River at bypassed section of Pleasant Valley Road (originally Virginia Turnpike) in South Yuba River State Park , Bridgeport, Nevada County, CA	Bridgeport,  Nevada County,  CA	Nevada County,  CA	HAER CA-41 ; Building/structure dates: 1862 Initial Construction ; Building/structure dates: 1970 Subsequent Work ; Building/structure dates: 1996 Subsequent Work ; Building/structure dates: 2019-2021 Subsequent Work ; National Register of Historic Places NRIS Number: 71000168	71000168	https://catalog.archives.gov/id/71000168	-121.19507, 39.2948
LC_HABS_HAER_ca1520	https://www.loc.gov/item/ca1520	Folsom Powerhouse, Adjacent to American River, Folsom, Sacramento County, CA	Folsom,  Sacramento County,  CA	Sacramento County,  CA	HAER CA-66 ; National Register of Historic Places NRIS Number: 73000426	73000426	https://catalog.archives.gov/id/73000426	-121.17459, 38.68234
LC_HABS_HAER_ca1658	https://www.loc.gov/item/ca1658	Wall Street Gold Mill, Twentynine Palms, San Bernardino County, CA	Twentynine Palms,  San Bernardino County,  CA	San Bernardino County,  CA	HAER CA-110 ; Building/structure dates: 1931 Initial Construction ; Building/structure dates: 1949 Subsequent Work ; Building/structure dates: 1966 Subsequent Work ; National Register of Historic Places NRIS Number: 75000176	75000176	https://catalog.archives.gov/id/75000176	-116.13283, 34.03607
LC_HABS_HAER_ca1659	https://www.loc.gov/item/ca1659	Desert Queen Ranch, One Stamp Gold Mill, Twentynine Palms, San Bernardino County, CA	Twentynine Palms,  San Bernardino County,  CA	San Bernardino County,  CA	HAER CA-111-A ; Building/structure dates: ca. 1918 Initial Construction ; National Register of Historic Places NRIS Number: 75000174	75000174	https://catalog.archives.gov/id/75000174	-116.1686, 34.04534
LC_HABS_HAER_ca2558	https://www.loc.gov/item/ca2558	Naval Training Station, Quarters No. 1, 1 Whiting Way, Yerba Buena Island, San Francisco, San Francisco County, CA	San Francisco,  San Francisco County,  CA	San Francisco County,  CA	HAER CA-233-A ; Building/structure dates: 1900 Initial Construction ; National Register of Historic Places NRIS Number: 91001380	91001380	https://catalog.archives.gov/id/91001380	-122.36231, 37.81254
LC_HABS_HAER_ca0723	https://www.loc.gov/item/ca0723	San Francisco Fire Department, Pumping Station No. 2, Van Ness Avenue at Bay, San Francisco, San Francisco County, CA	San Francisco,  San Francisco County,  CA	San Francisco County,  CA	HAER CA-1 ; Building/structure dates: 1912 Initial Construction ; Building/structure dates: after 2017 Subsequent Work ; National Register of Historic Places NRIS Number: 76000177, 72000109	76000177, 72000109	https://catalog.archives.gov/id/76000177, 72000109	-122.427046, 37.807882
LC_HABS_HAER_ca1504	https://www.loc.gov/item/ca1504	Ferry EUREKA, Hyde Street Pier, San Francisco, San Francisco County, CA	San Francisco,  San Francisco County,  CA	San Francisco County,  CA	HAER CA-59 ; Building/structure dates: 1890 Initial Construction ; Building/structure dates: 1920-1922 Subsequent Work ; Building/structure dates: 1957 Subsequent Work ; Building/structure dates: 1960-1963 Subsequent Work ; Building/structure dates: 1977 Subsequent Work ; National Register of Historic Places NRIS Number: 73000229	73000229	https://catalog.archives.gov/id/73000229	-122.42131, 37.80931
LC_HABS_HAER_ca1505	https://www.loc.gov/item/ca1505	Scow Schooner ALMA, Hyde Street Pier, San Francisco, San Francisco County, CA	San Francisco,  San Francisco County,  CA	San Francisco County,  CA	HAER CA-60 ; Building/structure dates: 1891 Initial Construction ; Building/structure dates: 1918 Subsequent Work ; Building/structure dates: 1926 Subsequent Work ; Building/structure dates: 1943-1944 Subsequent Work ; Building/structure dates: 1959 Subsequent Work ; Building/structure dates: 1964 Subsequent Work ; Building/structure dates: 1977 Subsequent Work ; National Register of Historic Places NRIS Number: 75000179	75000179	https://catalog.archives.gov/id/75000179	-122.42086, 37.80957
LC_HABS_HAER_ca1506	https://www.loc.gov/item/ca1506	Schooner C.A. THAYER, Hyde Street Pier, San Francisco, San Francisco County, CA	San Francisco,  San Francisco County,  CA	San Francisco County,  CA	HAER CA-61 ; Building/structure dates: 1895 Initial Construction ; Building/structure dates: 1942 Subsequent Work ; Building/structure dates: 1957-1958 Subsequent Work ; Building/structure dates: 1984 Subsequent Work ; National Register of Historic Places NRIS Number: 66000229	66000229	https://catalog.archives.gov/id/66000229	-122.42108, 37.80976
LC_HABS_HAER_ca1493	https://www.loc.gov/item/ca1493	Ship Balclutha, 2905 Hyde Street Pier, San Francisco, San Francisco County, CA	San Francisco,  San Francisco County,  CA	San Francisco County,  CA	HAER CA-54 ; Building/structure dates: 1886 Initial Construction ; Building/structure dates: 1911 Subsequent Work ; Building/structure dates:    1954- 1955 Subsequent Work ; Building/structure dates: 1988 Subsequent Work ; Building/structure dates: 1986 Subsequent Work ; Building/structure dates: 1991-1992 Subsequent Work ; Building/structure dates: 1997-1998 Subsequent Work ; Building/structure dates: 2002 Subsequent Work ; Building/structure dates: 2008 Subsequent Work ; Building/structure dates: 2012 Subsequent Work ; Building/structure dates: 2014 Subsequent Work ; National Register of Historic Places NRIS Number: 76000178	76000178	https://catalog.archives.gov/id/76000178	-122.422527, 37.8098
LC_HABS_HAER_ca1507	https://www.loc.gov/item/ca1507	Steam Tug HERCULES, Hyde Street Pier, San Francisco, San Francisco County, CA	San Francisco,  San Francisco County,  CA	San Francisco County,  CA	HAER CA-62 ; Building/structure dates: 1907 Initial Construction ; National Register of Historic Places NRIS Number: 75000225	75000225	https://catalog.archives.gov/id/75000225	-122.42108, 37.8103
LC_HABS_HAER_ca1792	https://www.loc.gov/item/ca1792	Generals Highway, Lodgepole Bridge, Spanning Marble Fork of Kaweah River, approximately 21 miles northwest of Ash Mountain Entrance, Three Rivers, Tulare County, CA	Three Rivers,  Tulare County,  CA	Tulare County,  CA	HAER CA-140-A ; Building/structure dates:    1930- 1931 Initial Construction ; National Register of Historic Places NRIS Number: 78000284	78000284	https://catalog.archives.gov/id/78000284	-118.733436706883, 36.6027032238434
LC_HABS_HAER_ca1793	https://www.loc.gov/item/ca1793	Generals Highway, Clover Creek Bridge, Spanning Clover Creek on Generals Highway, approximately 22 miles northeast of Ash Mountain Entrance, Three Rivers, Tulare County, CA	Three Rivers,  Tulare County,  CA	Tulare County,  CA	HAER CA-140-B ; Building/structure dates: 1930-1931 Initial Construction ; National Register of Historic Places NRIS Number: 78000284	78000284	https://catalog.archives.gov/id/78000284	-118.746244268865, 36.6054905064861
LC_HABS_HAER_co0913	https://www.loc.gov/item/co0913	Fall River Road, Willow Park Cook & Mess Hall, Fall River Road, Estes Park, Larimer County, CO	Estes Park,  Larimer County,  CO	Larimer County,  CO	HAER CO-73-A ; Building/structure dates: 1923 Initial Construction ; National Register of Historic Places NRIS Number: 87001144	87001144	https://catalog.archives.gov/id/87001144	-105.73355, 40.43313
LC_HABS_HAER_co0915	https://www.loc.gov/item/co0915	Fall River Road, Timberline Cabin, Estes Park, Larimer County, CO	Estes Park,  Larimer County,  CO	Larimer County,  CO	HAER CO-73-C ; Building/structure dates: 1925-1988 Initial Construction ; National Register of Historic Places NRIS Number: 87001136	87001136	https://catalog.archives.gov/id/87001136	-105.74355, 40.44163
LC_HABS_HAER_co0777	https://www.loc.gov/item/co0777	Department of Energy, Grand Junction Office, 2597 B3/4 Road, Grand Junction, Mesa County, CO	Grand Junction,  Mesa County,  CO	Mesa County,  CO	HAER CO-87 ; Building/structure dates: 1943-1946 Initial Construction ; Building/structure dates: 1947-1975 Subsequent Work ; Building/structure dates: 1975-1977 Subsequent Work ; National Register of Historic Places NRIS Number: 16000470	16000470	https://catalog.archives.gov/id/16000470	-108.57464, 39.0471
LC_HABS_HAER_co0922	https://www.loc.gov/item/co0922	Shenandoah-Dives Mill, 135 County Road 2, Silverton, San Juan County, CO	Silverton,  San Juan County,  CO	San Juan County,  CO	HAER CO-91 ; Building/structure dates: 1929 Initial Construction ; Building/structure dates: 1934-1937 Subsequent Work ; Building/structure dates: 1943-1945 Subsequent Work ; Building/structure dates: 1960-1962 Subsequent Work ; Building/structure dates: 1972-1978 Subsequent Work ; Building/structure dates: 1985 Subsequent Work ; National Register of Historic Places NRIS Number: 00000262	00000262	https://catalog.archives.gov/id/00000262	-107.626986061, 37.828784498
LC_HABS_HAER_co0928	https://www.loc.gov/item/co0928	Shenandoah-Dives Mill, Mill Office, 135 County Road 2, Silverton, San Juan County, CO	Silverton,  San Juan County,  CO	San Juan County,  CO	HAER CO-91-A ; National Register of Historic Places NRIS Number: 00000262	00000262	https://catalog.archives.gov/id/00000262	-107.626468655, 37.82892916
LC_HABS_HAER_co0168	https://www.loc.gov/item/co0168	Rocky Mountain Arsenal, Bounded by Ninety-sixth Avenue & Fifty-sixth Avenue, Buckley Road, Quebec Street & Colorado Highway 2, Commerce City, Adams County, CO	Commerce City,  Adams County,  CO	Adams County,  CO	HAER CO-21 ; National Register of Historic Places NRIS Number: NR	NR	https://catalog.archives.gov/id/NR	-104.880319, 39.814922
LC_HABS_HAER_co0004	https://www.loc.gov/item/co0004	Tivoli-Union Brewery, 1320-1348 Tenth Street, Denver, Denver County, CO	Denver,  Denver County,  CO	Denver County,  CO	HAER CO-1 ; Building/structure dates: ca. 1879 Initial Construction ; Building/structure dates: 1882 Subsequent Work ; Building/structure dates: 1890 Subsequent Work ; Building/structure dates: 1901 Subsequent Work ; National Register of Historic Places NRIS Number: 73000469	73000469	https://catalog.archives.gov/id/73000469	-105.005581, 39.745443
LC_HABS_HAER_co0012	https://www.loc.gov/item/co0012	Midwest Steel & Iron Works Company, 25 Larimer Street, Denver, Denver County, CO	Denver,  Denver County,  CO	Denver County,  CO	HAER CO-19 ; Building/structure dates: 1911 Subsequent Work ; Building/structure dates: 1906 Initial Construction ; Building/structure dates: 1923 Subsequent Work ; Building/structure dates: 1930 Subsequent Work ; Building/structure dates: 1952-1967 Subsequent Work ; Building/structure dates: 1942 Subsequent Work ; National Register of Historic Places NRIS Number: 85000858	85000858	https://catalog.archives.gov/id/85000858	-105.015863, 39.740111
LC_HABS_HAER_co0471	https://www.loc.gov/item/co0471	Rocky Flats Plant, Bounded by Indiana Street & Routes 93, 128 & 72, Golden, Jefferson County, CO	Golden,  Jefferson County,  CO	Jefferson County,  CO	HAER CO-83 ; National Register of Historic Places NRIS Number: 97000377	97000377	https://catalog.archives.gov/id/97000377	-105.204588, 39.889217
LC_HABS_HAER_co0193	https://www.loc.gov/item/co0193	Trail Ridge Road, Between Estes Park & Grand Lake, Estes Park, Larimer County, CO	Estes Park,  Larimer County,  CO	Larimer County,  CO	HAER CO-31 ; Building/structure dates: 1926-1949 Initial Construction ; National Register of Historic Places NRIS Number: 84000242	84000242	https://catalog.archives.gov/id/84000242	-105.663761, 40.400316
