id	url	title	town	area	description	NRIS_no	nara_cat	long-lat
LC_HABS_HAER_ak0436	https://www.loc.gov/item/ak0436	Chief Kashakes' House, Mile 2.5 South Tongass Highway, Saxman, Ketchikan Gateway Borough, AK	Saxman,  Ketchikan Gateway Borough,  AK	Ketchikan Gateway Borough,  AK	HABS AK-190 ;<br> Building/structure dates: 1895 Initial Construction ;<br> National Register of Historic Places NRIS Number: 93000338	93000338	https://catalog.archives.gov/medialz/electronic-records/rg-079/NPS_AK/93000338.pdf	-131.597062, 55.318142
LC_HABS_HAER_ak0258	https://www.loc.gov/item/ak0258	Saints Peter & Paul Russian Orthodox Church, Church Street, Saint Paul, Aleutians West Census Area, AK	Saint Paul,  Aleutians West Census Area,  AK	Aleutians West Census Area,  AK	HABS AK-51 ;<br> National Register of Historic Places NRIS Number: 80000744	80000744	https://catalog.archives.gov/id/80000744	-170.280888, 57.12088
LC_HABS_HAER_ak0101	https://www.loc.gov/item/ak0101	Holy Ascension Russian Orthodox Church, Unalaska Island, Unalaska, Aleutian Islands, AK	Unalaska,  Aleutian Islands,  AK	Aleutian Islands,  AK	HABS AK-37-A ;<br> Building/structure dates: 1894-1896 Initial Construction ;<br> Building/structure dates: ca. 1910 Subsequent Work ;<br> Building/structure dates: before 1961  ;<br> National Register of Historic Places NRIS Number: 70000112	70000112	https://catalog.archives.gov/id/70000112	-166.536174, 53.87549
LC_HABS_HAER_ak0047	https://www.loc.gov/item/ak0047	Naval Operating Base Dutch Harbor & Fort Mears, Unalaska, Aleutian Islands, AK	Unalaska,  Aleutian Islands,  AK	Aleutian Islands,  AK	HABS AK-34 ;<br> Building/structure dates: 1947 Initial Construction ;<br> Building/structure dates: ca. 1987 Demolished ;<br> National Register of Historic Places NRIS Number: 85002733	85002733	https://catalog.archives.gov/id/85002733	-166.548307, 53.885657
LC_HABS_HAER_ak0005	https://www.loc.gov/item/ak0005	Russian-American Company Magazin, 101 Marine Way East, Kodiak, Kodiak Island Borough, AK	Kodiak,  Kodiak Island Borough,  AK	Kodiak Island Borough,  AK	HABS AK-2 ;<br> Building/structure dates: 1793 Initial Construction ;<br> Building/structure dates: 1883 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000954	66000954	https://catalog.archives.gov/id/66000954	-152.403358, 57.787663
LC_HABS_HAER_ak0454	https://www.loc.gov/item/ak0454	Kodiak Naval Operating Base, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak,  Kodiak Island Borough,  AK	Kodiak Island Borough,  AK	HABS AK-47 ;<br> National Register of Historic Places NRIS Number: 85002731	85002731	https://catalog.archives.gov/id/85002731	-152.34329, 57.83214
LC_HABS_HAER_ak0461	https://www.loc.gov/item/ak0461	Kodiak Naval Operating Base, Boat House, U.S. Coast Guard Station, across the taxiway from Building No. 25 on Nyman Peninsula, Kodiak, Kodiak Island Borough, AK	Kodiak,  Kodiak Island Borough,  AK	Kodiak Island Borough,  AK	HABS AK-47-I ;<br> Building/structure dates: 1942 Initial Construction ;<br> National Register of Historic Places NRIS Number: 85002731	85002731	https://catalog.archives.gov/id/85002731	-152.500033, 57.737695
LC_HABS_HAER_ak0463	https://www.loc.gov/item/ak0463	Kodiak Naval Operating Base, Aircraft Storehouse, U.S. Coast Guard Station, Albatross Avenue near Cape Spencer Street, Kodiak, Kodiak Island Borough, AK	Kodiak,  Kodiak Island Borough,  AK	Kodiak Island Borough,  AK	HABS AK-47-K ;<br> Building/structure dates: 1942 Initial Construction ;<br> National Register of Historic Places NRIS Number: 85002731	85002731	https://catalog.archives.gov/id/85002731	-152.503721, 57.737949
LC_HABS_HAER_ak0004	https://www.loc.gov/item/ak0004	Saint Michael's Cathedral, Lincoln Street, Sitka, Sitka Borough, AK	Sitka,  Sitka Borough,  AK	Sitka Borough,  AK	HABS AK-1 ;<br> Building/structure dates:    1844- 1848 Initial Construction ;<br> Building/structure dates: 1966 Demolished ;<br> Building/structure dates: 1967-1976 Initial Construction ;<br> National Register of Historic Places NRIS Number: 66000165	66000165	https://catalog.archives.gov/id/66000165	-135.335115, 57.050068
LC_HABS_HAER_ak0270	https://www.loc.gov/item/ak0270	Russian Bishop's House, 501 Lincoln Street, Sitka, Sitka Borough, AK	Sitka,  Sitka Borough,  AK	Sitka Borough,  AK	HABS AK-64 ;<br> Building/structure dates: ca. 1841- 1843 Initial Construction ;<br> Building/structure dates: after. 1972- before. 1988 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000025	66000025	https://catalog.archives.gov/id/66000025	-135.331042, 57.051433
LC_HABS_HAER_ak0337	https://www.loc.gov/item/ak0337	Sheldon Jackson Museum, Lincoln Street, Sitka, Sitka Borough, AK	Sitka,  Sitka Borough,  AK	Sitka Borough,  AK	HABS AK-106 ;<br> National Register of Historic Places NRIS Number: 72000193	72000193	https://catalog.archives.gov/id/72000193	-135.322232, 57.050543
LC_HABS_HAER_ak0338	https://www.loc.gov/item/ak0338	Sitka Naval Operating Base, Japonski Island, Sitka, Sitka Borough, AK	Sitka,  Sitka Borough,  AK	Sitka Borough,  AK	HABS AK-107 ;<br> National Register of Historic Places NRIS Number: 86003559	86003559	https://catalog.archives.gov/id/86003559	-177.35365, 57.06088
LC_HABS_HAER_ak0339	https://www.loc.gov/item/ak0339	Russian-American Company, Building No. 29, 202-206 Lincoln Street, Sitka, Sitka Borough, AK	Sitka,  Sitka Borough,  AK	Sitka Borough,  AK	HABS AK-99 ;<br> National Register of Historic Places NRIS Number: 87001282	87001282	https://catalog.archives.gov/id/87001282	-135.336, 57.049645
LC_HABS_HAER_ak0340	https://www.loc.gov/item/ak0340	Alaska Native Brotherhood Hall, Sitka Camp No. 1, Katlian Street, Sitka, Sitka Borough, AK	Sitka,  Sitka Borough,  AK	Sitka Borough,  AK	HABS AK-109 ;<br> National Register of Historic Places NRIS Number: 72000192	72000192	https://catalog.archives.gov/id/72000192	-135.33944, 57.05111
LC_HABS_HAER_ak0045	https://www.loc.gov/item/ak0045	Town of Dyea, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-16 ;<br> National Register of Historic Places NRIS Number: 75002120	75002120	https://catalog.archives.gov/id/75002120	-135.359191, 59.502895
LC_HABS_HAER_ak0312	https://www.loc.gov/item/ak0312	St. Nicholas Russian Orthodox Churches, Eklutna, Anchorage Borough, AK	Eklutna,  Anchorage Borough,  AK	Anchorage Borough,  AK	HABS AK-94 ;<br> Building/structure dates: 1897 Initial Construction ;<br> Building/structure dates: 1962 Initial Construction ;<br> National Register of Historic Places NRIS Number: 72000189	72000189	https://catalog.archives.gov/id/72000189	-149.361396, 61.460846
LC_HABS_HAER_ak0328	https://www.loc.gov/item/ak0328	St. Nicholas Russian Orthodox Churches, Old Church, Eklutna, Anchorage Borough, AK	Eklutna,  Anchorage Borough,  AK	Anchorage Borough,  AK	HABS AK-94-A ;<br> Building/structure dates: 1897 Initial Construction ;<br> Building/structure dates: 1918 Subsequent Work ;<br> Building/structure dates: 1976-1977 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 72000189	72000189	https://catalog.archives.gov/id/72000189	-149.361396, 61.460846
LC_HABS_HAER_ak0388	https://www.loc.gov/item/ak0388	St. George's Episcopal Church, 100 Lake Avenue, Cordova, Chugach Census Area, AK	Cordova,  Chugach Census Area,  AK	Chugach Census Area,  AK	HABS AK-156 ;<br> Building/structure dates: 1919 Initial Construction ;<br> National Register of Historic Places NRIS Number: 82004899	82004899	https://catalog.archives.gov/id/82004899	-145.75738, 60.542319
LC_HABS_HAER_ak0111	https://www.loc.gov/item/ak0111	Frank Slaven Roadhouse, Yukon River at Coal Creek, Circle, Yukon-Koyukuk Census Area, AK	Circle,  Yukon-Koyukuk Census Area,  AK	Yukon-Koyukuk Census Area,  AK	HABS AK-42 ;<br> Building/structure dates: 1930 Initial Construction ;<br> Building/structure dates: 1935 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 87001202	87001202	https://catalog.archives.gov/id/87001202	-144.060568, 65.825388
LC_HABS_HAER_ak0068	https://www.loc.gov/item/ak0068	Ladd Field, Fort Wainwright, Fairbanks, Fairbanks North Star Borough, AK	Fairbanks,  Fairbanks North Star Borough,  AK	Fairbanks North Star Borough,  AK	HABS AK-36 ;<br> Building/structure dates: 1942 Initial Construction ;<br> National Register of Historic Places NRIS Number: 85002730	85002730	https://catalog.archives.gov/id/85002730	-165.58193, 64.84667
LC_HABS_HAER_ak0368	https://www.loc.gov/item/ak0368	George C. Thomas Memorial Library, 901 First Avenue, Fairbanks, Fairbanks North Star Borough, AK	Fairbanks,  Fairbanks North Star Borough,  AK	Fairbanks North Star Borough,  AK	HABS AK-136 ;<br> National Register of Historic Places NRIS Number: 72001542	72001542	https://catalog.archives.gov/id/72001542	-147.72859, 64.85006
LC_HABS_HAER_ak0266	https://www.loc.gov/item/ak0266	St. Nicholas Russian Orthodox Church, 326 Fifth Street, Juneau, Juneau Borough, AK	Juneau,  Juneau Borough,  AK	Juneau Borough,  AK	HABS AK-59 ;<br> Building/structure dates: 1894 Initial Construction ;<br> National Register of Historic Places NRIS Number: 73000377	73000377	https://catalog.archives.gov/id/73000377	-134.409046, 58.303187
LC_HABS_HAER_ak0309	https://www.loc.gov/item/ak0309	Saints Sergius & Herman of Valaam Russian Orthodox Churches, Saints Sergus and Herman Street, Nanwalek, Kenai Peninsula Borough, AK	Nanwalek,  Kenai Peninsula Borough,  AK	Kenai Peninsula Borough,  AK	HABS AK-91 ;<br> National Register of Historic Places NRIS Number: 80004587	80004587	https://catalog.archives.gov/id/80004587	-151.921648, 59.356324
LC_HABS_HAER_ak0324	https://www.loc.gov/item/ak0324	Saints Sergius & Herman of Valaam Russian Orthodox Churches, Old Church, Saints Sergus and Herman Street, Nanwalek, Kenai Peninsula Borough, AK	Nanwalek,  Kenai Peninsula Borough,  AK	Kenai Peninsula Borough,  AK	HABS AK-91-A ;<br> Building/structure dates: after 1890 Initial Construction ;<br> Building/structure dates: after. 1930- before. 1939 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 80004587	80004587	https://catalog.archives.gov/id/80004587	-151.921648, 59.356324
LC_HABS_HAER_ak0124	https://www.loc.gov/item/ak0124	Holy Assumption Russian Orthodox Church Complex, Kenai, Kenai Peninsula Borough, AK	Kenai,  Kenai Peninsula Borough,  AK	Kenai Peninsula Borough,  AK	HABS AK-39 ;<br> Building/structure dates: 1894 Initial Construction ;<br> National Register of Historic Places NRIS Number: 70000898	70000898	https://catalog.archives.gov/id/70000898	-151.267507, 60.552942
LC_HABS_HAER_ak0069	https://www.loc.gov/item/ak0069	Holy Assumption Russian Orthodox Church, Church, Mission & Overland Streets, Kenai, Kenai Peninsula Borough, AK	Kenai,  Kenai Peninsula Borough,  AK	Kenai Peninsula Borough,  AK	HABS AK-39-A ;<br> Building/structure dates:    1894- 1895 Initial Construction ;<br> Building/structure dates: 1900 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 70000898	70000898	https://catalog.archives.gov/id/70000898	-151.267507, 60.552942
LC_HABS_HAER_ak0070	https://www.loc.gov/item/ak0070	Holy Assumption Russian Orthodox Church, Chapel of St. Nicholas, Mission & Overland Streets, Kenai, Kenai Peninsula Borough, AK	Kenai,  Kenai Peninsula Borough,  AK	Kenai Peninsula Borough,  AK	HABS AK-39-B ;<br> Building/structure dates: 1906 Initial Construction ;<br> National Register of Historic Places NRIS Number: 70000898	70000898	https://catalog.archives.gov/id/70000898	-151.269685, 60.553332
LC_HABS_HAER_ak0071	https://www.loc.gov/item/ak0071	Holy Assumption Russian Orthodox Church, Rectory, Mission & Overland Streets, Kenai, Kenai Peninsula Borough, AK	Kenai,  Kenai Peninsula Borough,  AK	Kenai Peninsula Borough,  AK	HABS AK-39-C ;<br> Building/structure dates: 1882 Initial Construction ;<br> Building/structure dates: 1924 Subsequent Work ;<br> Building/structure dates: ca. 1952 Subsequent Work ;<br> Building/structure dates: 1969 Subsequent Work ;<br> Building/structure dates: 1970 Subsequent Work ;<br> Building/structure dates: 1980 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 70000898	70000898	https://catalog.archives.gov/id/70000898	-151.266928, 60.553165
LC_HABS_HAER_ak0504	https://www.loc.gov/item/ak0504	Sheldon Jackson College, Sheldon Jackson Museum, Lincoln Street, Sitka, Sitka Borough, AK	Sitka,  Sitka Borough,  AK	Sitka Borough,  AK	HABS AK-105-F ;<br> National Register of Historic Places NRIS Number: 72000193	72000193	https://catalog.archives.gov/id/72000193	-135.322232, 57.050543
LC_HABS_HAER_ak0629	https://www.loc.gov/item/ak0629	Town of Dyea, Building S1, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-16-A ;<br> National Register of Historic Places NRIS Number: 75002120	75002120	https://catalog.archives.gov/id/75002120	-135.359191, 59.502895
LC_HABS_HAER_ak0630	https://www.loc.gov/item/ak0630	Town of Dyea, Building S3, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-16-B ;<br> National Register of Historic Places NRIS Number: 75002120	75002120	https://catalog.archives.gov/id/75002120	-135.359191, 59.502895
LC_HABS_HAER_ak0631	https://www.loc.gov/item/ak0631	Town of Dyea, Building S10, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-16-C ;<br> National Register of Historic Places NRIS Number: 75002120	75002120	https://catalog.archives.gov/id/75002120	-135.359191, 59.502895
LC_HABS_HAER_ak0632	https://www.loc.gov/item/ak0632	Town of Dyea, Building S11, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-16-D ;<br> National Register of Historic Places NRIS Number: 75002120	75002120	https://catalog.archives.gov/id/75002120	-135.359191, 59.502895
LC_HABS_HAER_ak0579	https://www.loc.gov/item/ak0579	Town of Dyea, Matthews Cabin, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-16-E ;<br> National Register of Historic Places NRIS Number: 75002120	75002120	https://catalog.archives.gov/id/75002120	-135.359191, 59.502895
LC_HABS_HAER_ak0633	https://www.loc.gov/item/ak0633	Town of Dyea, Pullen Barn, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-16-F ;<br> National Register of Historic Places NRIS Number: 75002120	75002120	https://catalog.archives.gov/id/75002120	-135.359191, 59.502895
LC_HABS_HAER_ak0544	https://www.loc.gov/item/ak0544	Jeff. Smiths Parlor Museum, 321 Second Avenue, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-223 ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.319029, 59.453858
LC_HABS_HAER_ak0545	https://www.loc.gov/item/ak0545	Frye-Bruhn Cold Storage Building, Alley off east side of Broadway between 5th and 6th Avenues, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-224 ;<br> Building/structure dates: 1900 Initial Construction ;<br> Building/structure dates: 1902 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.314296, 59.455308
LC_HABS_HAER_ak0555	https://www.loc.gov/item/ak0555	Meyer Meat Market Building, 495 State Street (southwest corner at 5th Avenue), Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-228 ;<br> Building/structure dates: 1899 Initial Construction ;<br> Building/structure dates: ca. 1946 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.316883, 59.456086
LC_HABS_HAER_ak0556	https://www.loc.gov/item/ak0556	YMCA Gymnasium, 475 State Street, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-229 ;<br> Building/structure dates: 1900 Initial Construction ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.317241, 59.455999
LC_HABS_HAER_ak0596	https://www.loc.gov/item/ak0596	The Red Dragon, 100 Lake Avenue, Cordova, Chugach Census Area, AK	Cordova,  Chugach Census Area,  AK	Chugach Census Area,  AK	HABS AK-241 ;<br> Building/structure dates: 1908 Initial Construction ;<br> Building/structure dates: ca. 1945 Subsequent Work ;<br> Building/structure dates: ca. 1959 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 82004899	82004899	https://catalog.archives.gov/id/82004899	-145.758181, 60.542312
LC_HABS_HAER_ak0597	https://www.loc.gov/item/ak0597	Arctic Brotherhood Hall, 245 Broadway, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-242 ;<br> Building/structure dates: 1899 Initial Construction ;<br> Building/structure dates: 1990 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.318194, 59.454021
LC_HABS_HAER_ak0598	https://www.loc.gov/item/ak0598	Skagway City Hall, 350 5th Avenue (north side of 5th Avenue between Broadway and State Street), Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-243 ;<br> Building/structure dates: 1897 Initial Construction ;<br> Building/structure dates: 1901 Subsequent Work ;<br> Building/structure dates: after. 1901- before. 1914 Subsequent Work ;<br> Building/structure dates: after. 1930- before. 1939 Subsequent Work ;<br> Building/structure dates: after. 1950- before. 1999 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.316135, 59.455931
LC_HABS_HAER_ak0599	https://www.loc.gov/item/ak0599	First Presbyterian Church, 450 Main Street (southwest corner at 5th Avenue), Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-244 ;<br> Building/structure dates: 1900 Initial Construction ;<br> Building/structure dates: 1956-1959 Subsequent Work ;<br> Building/structure dates: 2000 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.318304, 59.456762
LC_HABS_HAER_ak0613	https://www.loc.gov/item/ak0613	Fort St. Michael Armory, Eastern end of the old St. Michael airstrip, south of Airport Street, approximately half-way between St. Michael and the old village of Tachik, Saint Michael, Nome Census Area, AK	Saint Michael,  Nome Census Area,  AK	Nome Census Area,  AK	HABS AK-248 ;<br> Building/structure dates: 1898-1899 Initial Construction ;<br> Building/structure dates: after 1960 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 77000221	77000221	https://catalog.archives.gov/id/77000221	-162.028006, 63.479704
LC_HABS_HAER_ak0681	https://www.loc.gov/item/ak0681	U.S. Post Office and Court Building, 100 Lincoln Street, Sitka, Sitka Borough, AK	Sitka,  Sitka Borough,  AK	Sitka Borough,  AK	HABS AK-257 ;<br> Building/structure dates: 1937-1938 Initial Construction ;<br> Building/structure dates: 1963 Subsequent Work ;<br> Building/structure dates: 1986 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 97001584	97001584	https://catalog.archives.gov/id/97001584	-135.340234, 57.048515
LC_HABS_HAER_ak0719	https://www.loc.gov/item/ak0719	Red Onion Saloon, 205 Broadway (northwest corner at 2nd Avenue), Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-275 ;<br> Building/structure dates: 1898 Initial Construction ;<br> Building/structure dates: 1914 Subsequent Work ;<br> Building/structure dates: ca. 2000 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.318407, 59.453875
LC_HABS_HAER_ak0720	https://www.loc.gov/item/ak0720	Hot Scotch Saloon, 290 2nd Avenue (northeast corner at Broadway), Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-276 ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.318141, 59.4538
LC_HABS_HAER_ak0721	https://www.loc.gov/item/ak0721	John Irving Building, 216 Broadway (east side of Broadway between 2nd and 3rd Avenues), Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-277 ;<br> Building/structure dates: 1899 Initial Construction ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.318066, 59.453819
LC_HABS_HAER_ak0722	https://www.loc.gov/item/ak0722	U.S. Customs Office, South side of 4th Avenue between Broadway and Spring Street, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-278 ;<br> Building/structure dates: 1969 Subsequent Work ;<br> Building/structure dates: 2004 Subsequent Work ;<br> Building/structure dates: before 1899 Initial Construction ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.315682, 59.454416
LC_HABS_HAER_ak0723	https://www.loc.gov/item/ak0723	Seattle Hotel, 321 5th Avenue (south side of 5th Avenue between Broadway and State Street), Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-279 ;<br> Building/structure dates: 1897 Initial Construction ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.315791, 59.455525
LC_HABS_HAER_ak0724	https://www.loc.gov/item/ak0724	Captain William Moore Block, 490 State Street (southeast corner at 5th Avenue), Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-280 ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.31656, 59.455913
LC_HABS_HAER_ak0725	https://www.loc.gov/item/ak0725	Board of Trade Gambling Saloon, 344 and 344B 5th Avenue (north side of 5th Avenue between Broadway and State Street), Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-281 ;<br> Building/structure dates: 1908 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.316008, 59.455865
LC_HABS_HAER_ak0726	https://www.loc.gov/item/ak0726	Boss Bakery, 506 Broadway (east side of Broadway between 5th and 6th Avenues), Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-282 ;<br> Building/structure dates: 1897 Initial Construction ;<br> Building/structure dates: 1979 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.314793, 59.455526
LC_HABS_HAER_ak0727	https://www.loc.gov/item/ak0727	Goldberg Cigar Store and Confectionery, 508 Broadway (east side of Broadway between Fifth and Sixth Avenues), Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-283 ;<br> Building/structure dates: 1897 Initial Construction ;<br> Building/structure dates: 2014 Subsequent Work ;<br> Building/structure dates: 2002 Subsequent Work ;<br> Building/structure dates: after. 1929- before. 1948 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.314698, 59.455547
LC_HABS_HAER_ak0728	https://www.loc.gov/item/ak0728	Fraternal Order of the Eagles Aerie 25 Hall, 590 and 598 Broadway (southeast corner at 6th Avenue), Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-284 ;<br> Building/structure dates: 1916 Initial Construction ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.314288, 59.455786
LC_HABS_HAER_ak0729	https://www.loc.gov/item/ak0729	Nome Saloon, 622 and 624 Broadway (northeast corner at 6th Avenue), Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-285 ;<br> Building/structure dates: 1899 Initial Construction ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.313901, 59.455983
LC_HABS_HAER_ak0730	https://www.loc.gov/item/ak0730	Wynn-Johnson House, South of the eastern end of 6th Avenue, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-286 ;<br> Building/structure dates: 1905 Initial Construction ;<br> Building/structure dates: 1915-1916 Subsequent Work ;<br> Building/structure dates: 1939 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.313117, 59.455196
LC_HABS_HAER_ak0731	https://www.loc.gov/item/ak0731	Pullen House Ruins, Approximately 200' east of the eastern end of 6th Avenue, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-287 ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.312411, 59.455297
LC_HABS_HAER_ak0733	https://www.loc.gov/item/ak0733	Kitty Faith Crib, Alley off east side of Broadway between Fifth and Sixth Avenues, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-288 ;<br> Building/structure dates: ca. 1899 Initial Construction ;<br> Building/structure dates: 2014 Subsequent Work ;<br> Building/structure dates: before 1915 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.314482, 59.455464
LC_HABS_HAER_ak0734	https://www.loc.gov/item/ak0734	Alaska Street Crib, Alley off east side of Broadway between Fifth and Sixth Avenues, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-289 ;<br> Building/structure dates: ca. 1899 Initial Construction ;<br> Building/structure dates: 2015 Subsequent Work ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.31434, 59.455427
LC_HABS_HAER_ak0745	https://www.loc.gov/item/ak0745	White Pass & Yukon Route Railway Depot, Second Avenue & Broadway, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-291 ;<br> Building/structure dates: 1898-1899 Initial Construction ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.318513, 59.453512
LC_HABS_HAER_ak0746	https://www.loc.gov/item/ak0746	White Pass & Yukon Route Administration Building, Second Avenue & Broadway, Skagway, Municipality of Skagway Borough, AK	Skagway,  Municipality of Skagway Borough,  AK	Municipality of Skagway Borough,  AK	HABS AK-292 ;<br> Building/structure dates: 1900 Initial Construction ;<br> National Register of Historic Places NRIS Number: 66000943	66000943	https://catalog.archives.gov/id/66000943	-135.318313, 59.453422
