done	id	url	title	town	area	description	NRIS_no	nara_cat	long-lat
	LC_HABS_HAER_mo1062		Vital St. Gemme Beauvais House II, St. Mary's Road, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1284 ; Building/structure dates: ca. 1799 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_ak0455		Kodiak Naval Operating Base, Building No. 10, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-C ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0291		St. Alexander of Nevsky Russian Orthodox Church, Akutan, Aleutians East Borough, AK	Akutan Aleutians East Borough AK	Aleutians East Borough,  AK	HABS AK-73 ; National Register of Historic Places NRIS Number: 80000738	80000738		wikipedia look up
	LC_HABS_HAER_ak0287		St. Nicholas Russian Orthodox Church, Nikolski, Aleutians West Census Area, AK	Nikolski Aleutians West Census Area AK	Aleutians West Census Area,  AK	HABS AK-69 ; National Register of Historic Places NRIS Number: 80000740	80000740		wikipedia look up
	LC_HABS_HAER_ak0257		Saint George Russian Orthodox Church, St. George Island, Pribilof Islands, Saint George, Aleutians West Census Area, AK	Saint George Aleutians West Census Area AK	Aleutians West Census Area,  AK	HABS AK-50 ; Building/structure dates: 1935-1936 Initial Construction ; Building/structure dates: after. 1975- before. 1979 Subsequent Work ; National Register of Historic Places NRIS Number: 80000743	80000743		wikipedia look up
	LC_HABS_HAER_ak0293		St. Nicholas Russian Orthodox Church, Sand Point, Aleutians East Borough, AK	Sand Point Aleutians East Borough AK	Aleutians East Borough,  AK	HABS AK-75 ; National Register of Historic Places NRIS Number: 80000742	80000742		wikipedia look up
	LC_HABS_HAER_ak0100		Holy Ascension Russian Orthodox Church & Bishop's House, Unalaska Island, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-37 ; Building/structure dates: 1896 Initial Construction ; Building/structure dates: 1882 Subsequent Work ; National Register of Historic Places NRIS Number: 70000112	70000112		wikipedia look up
	LC_HABS_HAER_ak0102		Holy Ascension Russian Orthodox Church, Bishop's House, Unalaska Island, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-37-B ; Building/structure dates: 1882 Initial Construction ; National Register of Historic Places NRIS Number: 70000112	70000112		wikipedia look up
	LC_HABS_HAER_ak0166		Naval Operating Base Dutch Harbor & Fort Mears, Margaret Bay Cantonment Mess Hall, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-AA ; Building/structure dates: 1941 Initial Construction ; Building/structure dates: ca. 1987 Demolished ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0141		Naval Operating Base Dutch Harbor & Fort Mears, Aerology Operations Building, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-B ; Building/structure dates: 1943 Initial Construction ; Building/structure dates: ca. 1987 Demolished ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0167		Naval Operating Base Dutch Harbor & Fort Mears, Anti-Aircraft Training Center & Shop, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-BB ; Building/structure dates: ca. 1942 Initial Construction ; Building/structure dates: ca. 1987 Demolished ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0142		Naval Operating Base Dutch Harbor & Fort Mears, Torpedo Bombsight & Utility Shop, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-C ; Building/structure dates: 1942 Initial Construction ; Building/structure dates: ca. 1987 Demolished ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0168		Naval Operating Base Dutch Harbor & Fort Mears, Ulakta Head Fixed Defense Battery Command Post No. 2, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-CC ; Building/structure dates: 1942 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0143		Naval Operating Base Dutch Harbor & Fort Mears, Torpedo Assembly Complex, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-D ; Building/structure dates: 1943 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0169		Naval Operating Base Dutch Harbor & Fort Mears, Ulakta Head Fixed Defense Installation Magazine, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-DD ; Building/structure dates: 1942 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0144		Naval Operating Base Dutch Harbor & Fort Mears, Joint Command Post, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-E ; Building/structure dates: 1943 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0170		Naval Operating Base Dutch Harbor & Fort Mears, Ulakta Head Fixed Defense Panama Gun Mounts, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-EE ; Building/structure dates: 1942 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0145		Naval Operating Base Dutch Harbor & Fort Mears, Administration Building, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-F ; Building/structure dates: 1941 Initial Construction ; Building/structure dates: 1942 Subsequent Work ; Building/structure dates: ca. 1987 Demolished ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0171		Naval Operating Base Dutch Harbor & Fort Mears, Iliuliuk Submarine Base Marine Railway Ship Repair Shed, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-FF ; Building/structure dates: 1942 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0146		Naval Operating Base Dutch Harbor & Fort Mears, Beer Hall, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-G ; Building/structure dates: 1941 Initial Construction ; Building/structure dates: ca. 1987 Demolished ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0147		Naval Operating Base Dutch Harbor & Fort Mears, Powerhouse, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-H ; Building/structure dates: 1942 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0148		Naval Operating Base Dutch Harbor & Fort Mears, Bachelor Officers Quarters, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-I ; Building/structure dates: 1941 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0174		Naval Operating Base Dutch Harbor & Fort Mears, Unalaska Valley Cantonment Cabana Colony, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-II ; Building/structure dates: 1943 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0149		Naval Operating Base Dutch Harbor & Fort Mears, Pacific Hut, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-J ; Building/structure dates: 1941 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0175		Naval Operating Base Dutch Harbor & Fort Mears, Morris Cove Quonset Huts, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-JJ ; Building/structure dates: 1942 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0150		Naval Operating Base Dutch Harbor & Fort Mears, Marine Barracks, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-K ; Building/structure dates: 1940 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0176		Naval Operating Base Dutch Harbor & Fort Mears, Humpy Cove Quonset Huts, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-KK ; Building/structure dates: 1941 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0151		Naval Operating Base Dutch Harbor & Fort Mears, Warehouse, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-L ; Building/structure dates: 1941 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0177		Naval Operating Base Dutch Harbor & Fort Mears, Humpy Cove Magazine, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-LL ; Building/structure dates: 1941 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0152		Naval Operating Base Dutch Harbor & Fort Mears, Civilian Contractor's Barracks, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-M ; Building/structure dates: 1942 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0220		Naval Operating Base Dutch Harbor & Fort Mears, Seaplane Ramp, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-MM ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0153		Naval Operating Base Dutch Harbor & Fort Mears, Naval Radio Station Apartment Building, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-N ; Building/structure dates: 1932 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0154		Naval Operating Base Dutch Harbor & Fort Mears, Naval Radio Station Powerhouse, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-O ; Building/structure dates: ca. 1920 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0155		Naval Operating Base Dutch Harbor & Fort Mears, Margaret Bay Cantonment Barracks, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-P ; Building/structure dates: 1941 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0156		Naval Operating Base Dutch Harbor & Fort Mears, Margaret Bay Cantonment Theater, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-Q ; Building/structure dates: 1941 Initial Construction ; Building/structure dates: ca. 1987 Demolished ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0157		Naval Operating Base Dutch Harbor & Fort Mears, Margaret Bay Cantonment Post Office, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-R ; Building/structure dates: 1941 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0158		Naval Operating Base Dutch Harbor & Fort Mears, Pillbox, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-S ; Building/structure dates: 1942 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0159		Naval Operating Base Dutch Harbor & Fort Mears, Mount Ballyhoo Garrison Barracks, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-T ; Building/structure dates: 1942 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0160		Naval Operating Base Dutch Harbor & Fort Mears, Ulakta Head Fixed Defense Installation Magazine, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-U ; Building/structure dates: 1942 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0161		Naval Operating Base Dutch Harbor & Fort Mears, Ulakta Head Fixed Defense Battery Command Post No. 1, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-V ; Building/structure dates: ca. 1942 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0162		Naval Operating Base Dutch Harbor & Fort Mears, Hill 400 Fixed Defense Battery Command Post, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-W ; Building/structure dates: 1943 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0163		Naval Operating Base Dutch Harbor & Fort Mears, Stockade, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-X ; Building/structure dates: 1943 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0164		Naval Operating Base Dutch Harbor & Fort Mears, Pyramid Valley Hospital Area, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-Y ; Building/structure dates: 1943 Initial Construction ; Building/structure dates: ca. 1987 Demolished ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0165		Naval Operating Base Dutch Harbor & Fort Mears, Headquarters Area Recreation Hall & Theater, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-Z ; Building/structure dates: 1941 Initial Construction ; Building/structure dates: ca. 1987 Demolished ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0350		Norman R. Walker House, 541 Pine Street, Ketchikan, Ketchikan Gateway Borough, AK	Ketchikan Ketchikan Gateway Borough AK	Ketchikan Gateway Borough,  AK	HABS AK-118 ; National Register of Historic Places NRIS Number: 82004903	82004903		wikipedia look up
	LC_HABS_HAER_ak0002		Totem Bight Community House, Mud Bight Village, North Tongass Highway, Ketchikan, Ketchikan Gateway Borough, AK	Ketchikan Ketchikan Gateway Borough AK	Ketchikan Gateway Borough,  AK	HABS AK-3 ; Building/structure dates: after. 1800- before. 1825 Initial Construction ; Building/structure dates: 1938-1941 Subsequent Work ; National Register of Historic Places NRIS Number: 70000916	70000916		wikipedia look up
	LC_HABS_HAER_ak0263		Nativity of Our Lord Russian Orthodox Church, Spruce Island, Ouzinkie, Kodiak Island Borough, AK	Ouzinkie Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-56 ; National Register of Historic Places NRIS Number: 80004582	80004582		wikipedia look up
	LC_HABS_HAER_ak0262		Nativity of the Holy Theotokos Russian Orthodox Church, Afognak, Kodiak Island Borough, AK	Afognak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-55 ; National Register of Historic Places NRIS Number: 80004577	80004577		wikipedia look up
	LC_HABS_HAER_ak0261		Protection of the Holy Theotokos Russian Orthodox Church, Kodiak Island, Akhiok, Kodiak Island Borough, AK	Akhiok Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-54 ; National Register of Historic Places NRIS Number: 80004590	80004590		wikipedia look up
	LC_HABS_HAER_ak0295		Ascension of Our Lord Russian Orthodox Church, Karluk, Kodiak Island Borough, AK	Karluk Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-77 ; Building/structure dates: 1888 Initial Construction ; National Register of Historic Places NRIS Number: 80004580	80004580		wikipedia look up
	LC_HABS_HAER_ak0086		Kodiak Naval Operating Base, Navy Barracks (Civilian Quarters), U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-A ; Building/structure dates: 1943 Initial Construction ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0087		Kodiak Naval Operating Base, Aircraft Engine Test Building, Fifth Street & Tom Styles Road, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-B ; Building/structure dates: 1942 Initial Construction ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0456		Kodiak Naval Operating Base, Hangar, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-D ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0457		Kodiak Naval Operating Base, Offices, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-E ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0458		Kodiak Naval Operating Base, Hangar, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-F ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0459		Kodiak Naval Operating Base, Wood & Machine Shop, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-G ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0460		Kodiak Naval Operating Base, Hangar, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-H ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0462		Kodiak Naval Operating Base, Paint Shed, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-J ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0464		Kodiak Naval Operating Base, General Storehouse, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-L ; Building/structure dates: 1942 Initial Construction ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0465		Kodiak Naval Operating Base, Commissary & Cold Storage, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-M ; Building/structure dates: 1943 Initial Construction ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0466		Kodiak Naval Operating Base, Small Shop, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-N ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0467		Kodiak Naval Operating Base, Building No. S3, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-O ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0468		Kodiak Naval Operating Base, Dog Pound, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-P ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0469		Kodiak Naval Operating Base, Gymnasium, U.S. Coast Guard Station, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-47-Q ; National Register of Historic Places NRIS Number: 85002731	85002731		wikipedia look up
	LC_HABS_HAER_ak0264		Holy Resurrection Russian Orthodox Church, Mission Road & Kashevaroff Street, Kodiak, Kodiak Island Borough, AK	Kodiak Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-57 ; Building/structure dates: 1946-1947 Initial Construction ; National Register of Historic Places NRIS Number: 77001574	77001574		wikipedia look up
	LC_HABS_HAER_ak0259		Saints Sergius & Herman of Valaam Russian Orthodox Chapel, Spruce Island, Ouzinkie, Kodiak Island Borough, AK	Ouzinkie Kodiak Island Borough AK	Kodiak Island Borough,  AK	HABS AK-52 ; National Register of Historic Places NRIS Number: 80004581	80004581		wikipedia look up
	LC_HABS_HAER_ak0371		United Protestant Church (Presbyterian), South Denali Street & East Elmwood Avenue, Palmer, Matanuska-Susitna Borough, AK	Palmer Matanuska-Susitna Borough AK	Matanuska-Susitna Borough,  AK	HABS AK-139 ; National Register of Historic Places NRIS Number: 80000757	80000757		wikipedia look up
	LC_HABS_HAER_ak0418		United Protestant Church (Presbyterian), Rectory, South Denali Street & East Elmwood Avenue, Palmer, Matanuska-Susitna Borough, AK	Palmer Matanuska-Susitna Borough AK	Matanuska-Susitna Borough,  AK	HABS AK-139-A ; National Register of Historic Places NRIS Number: 80000757	80000757		wikipedia look up
	LC_HABS_HAER_ak0381		Utkeagvik Presbyterian Church, Manse, Building 1268, Momegana Street, Barrow, North Slope Borough, AK	Barrow North Slope Borough AK	North Slope Borough,  AK	HABS AK-149-A ; National Register of Historic Places NRIS Number: 83003447	83003447		wikipedia look up
	LC_HABS_HAER_ak0382		Point Barrow Refuge Station, Building 3220, Browerville, Barrow, North Slope Borough, AK	Barrow North Slope Borough AK	North Slope Borough,  AK	HABS AK-150 ; National Register of Historic Places NRIS Number: 80004563	80004563		wikipedia look up
	LC_HABS_HAER_ak0281		Russian Bishop's House, School, Lincoln & Monastery Streets, Sitka, Sitka Borough, AK	Sitka Sitka Borough AK	Sitka Borough,  AK	HABS AK-64-A ; National Register of Historic Places NRIS Number: 66000025	66000025		wikipedia look up
	LC_HABS_HAER_ak0282		Russian Bishop's House, Priest's House, Monastery Street, Sitka, Sitka Borough, AK	Sitka Sitka Borough AK	Sitka Borough,  AK	HABS AK-64-B ; National Register of Historic Places NRIS Number: 66000025	66000025		wikipedia look up
	LC_HABS_HAER_ak0335		Pioneers' Home, Katlian Avenue & Lincoln Street, Sitka, Sitka Borough, AK	Sitka Sitka Borough AK	Sitka Borough,  AK	HABS AK-104 ; National Register of Historic Places NRIS Number: 79000413	79000413		wikipedia look up
	LC_HABS_HAER_ak0336		Sheldon Jackson College, Lincoln Street, Sitka, Sitka Borough, AK	Sitka Sitka Borough AK	Sitka Borough,  AK	HABS AK-105 ; National Register of Historic Places NRIS Number: 72000193	72000193		wikipedia look up
	LC_HABS_HAER_ak0413		Sheldon Jackson College, Richard H. Allen Memorial Hall, Lincoln Street, Sitka, Sitka Borough, AK	Sitka Sitka Borough AK	Sitka Borough,  AK	HABS AK-105-A ; National Register of Historic Places NRIS Number: 72000193	72000193		wikipedia look up
	LC_HABS_HAER_ak0414		Sheldon Jackson College, Whitmore Hall, Lincoln Street, Sitka, Sitka Borough, AK	Sitka Sitka Borough AK	Sitka Borough,  AK	HABS AK-105-B ; National Register of Historic Places NRIS Number: 72000193	72000193		wikipedia look up
	LC_HABS_HAER_ak0415		Sheldon Jackson College, Sage Memorial Building, 801 Lincoln Street, Sitka, Sitka Borough, AK	Sitka Sitka Borough AK	Sitka Borough,  AK	HABS AK-105-C ; National Register of Historic Places NRIS Number: 72000193	72000193		wikipedia look up
	LC_HABS_HAER_ak0272		St. John the Baptist Russian Orthodox Church, Angoon, Hoonah-Angoon Census Area, AK	Angoon Hoonah-Angoon Census Area AK	Hoonah-Angoon Census Area,  AK	HABS AK-61 ; National Register of Historic Places NRIS Number: 80004589	80004589		wikipedia look up
	LC_HABS_HAER_ak0044		City of Skagway, Skagway, Municipality of Skagway Borough, AK	Skagway Municipality of Skagway Borough AK	Municipality of Skagway Borough,  AK	HABS AK-15 ; National Register of Historic Places NRIS Number: 66000943	66000943		wikipedia look up
	LC_HABS_HAER_ak0073		Town of Eagle, South bank of Yukon River at Mission Creek, Eagle, Southeast Fairbanks Census Area, AK	Eagle Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-7 ; Building/structure dates: ca. 1882 Initial Construction ; National Register of Historic Places NRIS Number: 70000919	70000919		wikipedia look up
	LC_HABS_HAER_ak0076		Custom House, Front Street (Moved from Fort Egbert), Eagle, Southeast Fairbanks Census Area, AK	Eagle Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-7-C ; Building/structure dates: 1900 Initial Construction ; Building/structure dates: 1902 Subsequent Work ; Building/structure dates: ca. 1911 Subsequent Work ; Building/structure dates: ca. 1915  ; National Register of Historic Places NRIS Number: 70000919	70000919		wikipedia look up
	LC_HABS_HAER_ak0078		Taylor Building, B Street, Eagle, Southeast Fairbanks Census Area, AK	Eagle Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-7-D ; Building/structure dates: ca. 1905 Initial Construction ; National Register of Historic Places NRIS Number: 70000919	70000919		wikipedia look up
	LC_HABS_HAER_ak0079		Courthouse, First Avenue, Eagle, Southeast Fairbanks Census Area, AK	Eagle Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-7-E ; Building/structure dates: 1901 Initial Construction ; National Register of Historic Places NRIS Number: 70000919	70000919		wikipedia look up
	LC_HABS_HAER_ak0080		Wellhouse, First Avenue, Eagle, Southeast Fairbanks Census Area, AK	Eagle Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-7-F ; Building/structure dates: 1903 Initial Construction ; National Register of Historic Places NRIS Number: 70000919	70000919		wikipedia look up
	LC_HABS_HAER_ak0081		City Hall, C Street, Eagle, Southeast Fairbanks Census Area, AK	Eagle Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-7-G ; Building/structure dates: ca. 1901 Initial Construction ; National Register of Historic Places NRIS Number: 70000919	70000919		wikipedia look up
	LC_HABS_HAER_ak0082		Amundsen Cabin, A Street, Eagle, Southeast Fairbanks Census Area, AK	Eagle Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-7-H ; Building/structure dates: ca. 1905 Initial Construction ; National Register of Historic Places NRIS Number: 70000919	70000919		wikipedia look up
