done	id	url	title	town	area	description	NRIS_no	nara_cat	long-lat
	LC_HABS_HAER_mo0913		Church of Ste. Genevieve, Dubourg Place, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1621 ; Building/structure dates: ca. 1880 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0914		Convent of the Sisters of St. Joseph, Dubourg Place, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1618 ; Building/structure dates: 1867 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0915		House, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1617 ; Building/structure dates: ca. 1790 Initial Construction ; Building/structure dates: after 1900 Demolished ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0916		Brick House, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1619 ; Building/structure dates: ca. 1845 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo1090		La Haye House, 704 La Porte Street, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1838 ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo1127		Felix & Odile Pratt Valle Slave Quarters, Southeast corner of Merchant & Second Streets, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-31-11-A ; Building/structure dates: ca. 1824 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0136		Second & Gabourie Streets (Old Stone House), Corner of Second & Gabourie Streets, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-31-12 ; Building/structure dates: ca. 1800 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo1059		Lasource-Durand House, St. Mary's Road behind Bequet-Ribault House, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1281 ; Building/structure dates: ca. 1807 Initial Construction ; Building/structure dates: ca. 1814 Subsequent Work ; Building/structure dates: 1984  ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0530		Basil Misplait House, Old St. Mary's Road, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1616 ; Building/structure dates: ca. 1794 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo1060		Joseph Seraphin House, 74 Seraphin Street, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1282 ; Building/structure dates: ca. 1856 Initial Construction ; Building/structure dates: 1938 Subsequent Work ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0918		Ste. Genevieve Hotel, Slave Quarters, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1620 ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo1063		Jean Baptiste Valle House II, St. Mary's Road, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1285 ; Building/structure dates: ca. 1807 Initial Construction ; Building/structure dates: 18t1 Subsequent Work ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0251		Linden House, 116 South Main Street, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1174 ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo1058		Rozier House, St. Mary's Road, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1280 ; Building/structure dates: ca. 1844 Initial Construction ; Building/structure dates: 18h2 Subsequent Work ; Building/structure dates: 19t1  ; Building/structure dates: ca. 1985  ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0126		Indian Trading Post, Second & Merchant Streets, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-31-13 ; Building/structure dates: 1814 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0250		Louis Bolduc House, 123 South Main Street, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1105 ; Building/structure dates: 1740 Initial Construction ; Building/structure dates: 1785  ; National Register of Historic Places NRIS Number: 69000305	69000305		wikipedia look up
	LC_HABS_HAER_mo0122		John Price House, Third & Market Streets, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1107 ; Building/structure dates: after 1800 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0123		Pratte Warehouse, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1108 ; Building/structure dates: 1818 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0124		Guibourd-Valle House, Fourth & Merchant Streets, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1109 ; Building/structure dates: 1784 Initial Construction ; Building/structure dates: ca. 1800  ; Building/structure dates: ca. 1931 Subsequent Work ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0917		House, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1624 ; Building/structure dates: ca. 1850 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0919		House, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1625 ; Building/structure dates: ca. 1850 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0920		Log House, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1626 ; Building/structure dates: ca. 1830 Initial Construction ; Building/structure dates: ca. 1870 Subsequent Work ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0922		Captain St. Gemme House, Maple Street, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1627 ; Building/structure dates: ca. 1830 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo1061		Pierre Delassus DeLuziere House, U.S. Route 61, Sainte Genevieve, Ste. Genevieve County, MO	Sainte Genevieve Ste Genevieve County MO	Ste. Genevieve County,  MO	HABS MO-1283 ; Building/structure dates: 1793 Initial Construction ; National Register of Historic Places NRIS Number: 66000892	66000892		wikipedia look up
	LC_HABS_HAER_mo0140		George Caleb Bingham House, Arrow Rock State Park, Arrow Rock, Saline County, MO	Arrow Rock Saline County MO	Saline County,  MO	HABS MO-221 ; Building/structure dates: 1837 Initial Construction ; National Register of Historic Places NRIS Number: 66000423	66000423		wikipedia look up
	LC_HABS_HAER_mo1212		Jarboe Family Hotel, 1010 Washington Street (501 West Tenth Street), Kansas City, Jackson County, MO	Kansas City Jackson County MO	Jackson County,  MO	HABS MO-1899 ; Building/structure dates: 1914 Initial Construction ; National Register of Historic Places NRIS Number: 78001657	78001657		wikipedia look up
	LC_HABS_HAER_mo1221		518 North Twelfth Street (House), Saint Joseph, Buchanan County, MO	Saint Joseph Buchanan County MO	Buchanan County,  MO	HABS MO-1908 ; Building/structure dates: 1888 Initial Construction ; National Register of Historic Places NRIS Number: 00000691	00000691		wikipedia look up
	LC_HABS_HAER_mo1232		Rufus K. Allen House, 305 South Fifteenth Street, Saint Joseph, Buchanan County, MO	Saint Joseph Buchanan County MO	Buchanan County,  MO	HABS MO-1918 ; Building/structure dates: 1880-1897 Initial Construction ; Building/structure dates:    1897- 1912 Subsequent Work ; National Register of Historic Places NRIS Number: 91000112	91000112		wikipedia look up
	LC_HABS_HAER_mo1270		Star Theater, 1615-1617 East Eighteenth Street, Kansas City, Jackson County, MO	Kansas City Jackson County MO	Jackson County,  MO	HABS MO-1924 ; Building/structure dates: 1912 Initial Construction ; Building/structure dates: 1923 Subsequent Work ; Building/structure dates: 1945 Subsequent Work ; National Register of Historic Places NRIS Number: 84004142	84004142		wikipedia look up
	LC_HABS_HAER_mo1272		Montserrat Recreational Demonstration Area, Entrance Portal, Route 132, North Entrance, Knob Noster, Johnson County, MO	Knob Noster Johnson County MO	Johnson County,  MO	HABS MO-1926-A ; Building/structure dates: 1939 Initial Construction ; National Register of Historic Places NRIS Number: 85000509	85000509		wikipedia look up
	LC_HABS_HAER_mo1273		Montserrat Recreational Demonstration Area, Retaining Walls, Route 132 South of McPherson Street, North Entrance to Park, Knob Noster, Johnson County, MO	Knob Noster Johnson County MO	Johnson County,  MO	HABS MO-1926-B ; Building/structure dates: 1939 Initial Construction ; National Register of Historic Places NRIS Number: 85000508	85000508		wikipedia look up
	LC_HABS_HAER_mo1858		Jefferson Barracks National Cemetery, 2900 Sheridan Road, Green Park, St. Louis County, MO	Green Park St Louis County MO	St. Louis County,  MO	HABS MO-1938 ; Building/structure dates: 1827 Initial Construction ; Building/structure dates: 1866 Subsequent Work ; National Register of Historic Places NRIS Number: 98000840	98000840		wikipedia look up
	LC_HABS_HAER_mt0002		School & Masonic Temple, South side of Main Street, Bannack, Beaverhead County, MT	Bannack Beaverhead County MT	Beaverhead County,  MT	HABS MT-4 ; Building/structure dates: 1874 Initial Construction ; National Register of Historic Places NRIS Number: 66000426	66000426		wikipedia look up
	LC_HABS_HAER_mt0001		Beaverhead County Courthouse, North Side of Main Street, Bannack, Beaverhead County, MT	Bannack Beaverhead County MT	Beaverhead County,  MT	HABS MT-5 ; Building/structure dates: 1876 Initial Construction ; Building/structure dates: 1881 Subsequent Work ; National Register of Historic Places NRIS Number: 66000426	66000426		wikipedia look up
	LC_HABS_HAER_mt0004		Methodist Church, Main Street, Bannack, Beaverhead County, MT	Bannack Beaverhead County MT	Beaverhead County,  MT	HABS MT-6 ; Building/structure dates: 1877 Initial Construction ; National Register of Historic Places NRIS Number: 66000426	66000426		wikipedia look up
	LC_HABS_HAER_mt0124		Anaconda Historic District, Ancient Order of Hibernians Hall, 321-323 East Commercial Street, Anaconda, Deer Lodge County, MT	Anaconda Deer Lodge County MT	Deer Lodge County,  MT	HABS MT-53-U ; Building/structure dates: 1896 Initial Construction ; Building/structure dates: 1898-1899 Subsequent Work ; National Register of Historic Places NRIS Number: 98000155	98000155		wikipedia look up
	LC_HABS_HAER_mt0026		Colonel W.F. Sanders House, Idaho Street, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-1 ; Building/structure dates: 1867 Initial Construction ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0297		Madison County Courthouse, Idaho Street, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-94 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0291		Masonic Hall, West Wallace Street, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-88 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0296		Thomas Francis Meagher House, Idaho Street, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-93 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0293		Montana Post, Northeast corner of Wallace & Jackson Streets, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-90 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0292		Paris Pfouts Store, West Wallace Street, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-89 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0298		Pioneer Store, Wallace Street, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-95 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0300		Stonewall Hall, Wallace Street, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-97 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0290		Virginia City, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-87 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0028		Madison County Courthouse, Wallace Street, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-3 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0302		Boot Hill, Jackson Street, 1200 feet north of Cover Street, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-99 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0294		Clayton & Norris Drug Store, Northeast corner of Wallace & Van Buren Streets, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-91 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0303		Discovery Monument, Jackson Street, 1/2 mile south of Virginia City, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-100 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0295		Benjamin Franklin Potts Residence, Wallace Street, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-92 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0301		Gilbert Brewery, 201 East Wallace Street, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-98 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0299		Kiskadden & Company Building, Wallace Street, Virginia City, Madison County, MT	Virginia City Madison County MT	Madison County,  MT	HABS MT-96 ; National Register of Historic Places NRIS Number: 66000435	66000435		wikipedia look up
	LC_HABS_HAER_mt0178		Northeast Entrance Station, Northeast Entrance, Silver Gate, Park County, MT	Silver Gate Park County MT	Park County,  MT	HABS MT-50 ; Building/structure dates: 1935 Initial Construction ; National Register of Historic Places NRIS Number: 87001435	87001435		wikipedia look up
	LC_HABS_HAER_mt0047		Grant-Kohrs Ranch, Ranch House, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-A ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0048		Grant-Kohrs Ranch, Bunkhouse, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-B ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0049		Grant-Kohrs Ranch, Garage-Blacksmith Shop, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-C ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0050		Grant-Kohrs Ranch, Buggy Shed, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-D ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0051		Grant-Kohrs Ranch, Thoroughbred Barn, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-E ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0052		Grant-Kohrs Ranch, Leeds-Lion Barn, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-F ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0053		Grant-Kohrs Ranch, Stallion Barn No. 1, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-G ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0054		Grant-Kohrs Ranch, Stallion Barn No. 2, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-H ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0055		Grant-Kohrs Ranch, Bielenberg Barn, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-I ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0056		Grant-Kohrs Ranch, Draft Horse Barn, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-J ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0057		Grant-Kohrs Ranch, Ox Barn, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-K ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0058		Grant-Kohrs Ranch, Cow Shed, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-L ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0059		Grant-Kohrs Ranch, Feed Lots, Storage Shed, & Feed Racks, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-M ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0060		Grant-Kohrs Ranch, Dairy, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-N ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0061		Grant-Kohrs Ranch, Chicken House, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-O ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0062		Grant-Kohrs Ranch, Brooder House, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-P ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0063		Grant-Kohrs Ranch, Granary No. 1, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-Q ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0064		Grant-Kohrs Ranch, Granary No. 2, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-R ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0065		Grant-Kohrs Ranch, Ice House, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-S ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0066		Grant-Kohrs Ranch, Machine Shed, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-T ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0067		Grant-Kohrs Ranch, Outhouses, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-U ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0068		Grant-Kohrs Ranch, Stock Shelters, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-V ; Building/structure dates: 1933 Initial Construction ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0069		Grant-Kohrs Ranch, Cattle Equipment, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-W ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0070		Grant-Kohrs Ranch, Flumes, Highway 10, Deer Lodge, Powell County, MT	Deer Lodge Powell County MT	Powell County,  MT	HABS MT-39-X ; Building/structure dates: 1947 Initial Construction ; National Register of Historic Places NRIS Number: 72000738	72000738		wikipedia look up
	LC_HABS_HAER_mt0436		Northeast Entrance Station, Ranger Quarters, Silver Gate, Park County, MT	Silver Gate Park County MT	Park County,  MT	HABS MT-50-A ; National Register of Historic Places NRIS Number: 87001435	87001435		wikipedia look up
	LC_HABS_HAER_nc0121		Union Tavern, Main Street between Lee Street & Farmer's Alley, Milton, Caswell County, NC	Milton Caswell County NC	Caswell County,  NC	HABS NC-110 ; National Register of Historic Places NRIS Number: 75001245	75001245		wikipedia look up
	LC_HABS_HAER_nc0126		Jeremiah Graves House, Main Street, Yanceyville, Caswell County, NC	Yanceyville Caswell County NC	Caswell County,  NC	HABS NC-115 ; Building/structure dates: 1833 Initial Construction ; National Register of Historic Places NRIS Number: 74001335	74001335		wikipedia look up
	LC_HABS_HAER_nc0344		St. Paul's Episcopal Church, West Church & North Broad Streets, Edenton, Chowan County, NC	Edenton Chowan County NC	Chowan County,  NC	HABS NC-12-G-1 ; Building/structure dates:    1736 Initial Construction ; National Register of Historic Places NRIS Number: 75001248	75001248		wikipedia look up
	LC_HABS_HAER_nc0137		Chowan County Courthouse, East King Street, Edenton, Chowan County, NC	Edenton Chowan County NC	Chowan County,  NC	HABS NC-12-G-3 ; Building/structure dates:    1767 Initial Construction ; National Register of Historic Places NRIS Number: 70000447	70000447		wikipedia look up
	LC_HABS_HAER_nc0138		Cupola House, 408 South Broad Street, Edenton, Chowan County, NC	Edenton Chowan County NC	Chowan County,  NC	HABS NC-2 ; Building/structure dates: ca. 1758 Initial Construction ; National Register of Historic Places NRIS Number: 70000889	70000889		wikipedia look up
	LC_HABS_HAER_nc0142		Hayes Manor, East Water Street vicinity, Edenton, Chowan County, NC	Edenton Chowan County NC	Chowan County,  NC	HABS NC-3 ; Building/structure dates:    1790- 1801 Initial Construction ; National Register of Historic Places NRIS Number: 74001341	74001341		wikipedia look up
	LC_HABS_HAER_nc0174		John Wright Stanly House, New Street (moved to 307 George Street), New Bern, Craven County, NC	New Bern Craven County NC	Craven County,  NC	HABS NC-67 ; Building/structure dates: ca. 1779 Initial Construction ; Building/structure dates: ca. 1935- 1936 Subsequent Work ; National Register of Historic Places NRIS Number: 70000450	70000450		wikipedia look up
	LC_HABS_HAER_nc0022		Cooleemee Plantation, U.S. Route 64, Mocksville, Davie County, NC	Mocksville Davie County NC	Davie County,  NC	HABS NC-212 ; Building/structure dates: 1850-1854 Initial Construction ; Building/structure dates:    1915 Subsequent Work ; National Register of Historic Places NRIS Number: 73001334	73001334		wikipedia look up
	LC_HABS_HAER_nc0189		Coolmore, U.S. Route 64, Tarboro, Edgecombe County, NC	Tarboro Edgecombe County NC	Edgecombe County,  NC	HABS NC-59 ; Building/structure dates: ca. 1861 Initial Construction ; National Register of Historic Places NRIS Number: 71000581	71000581		wikipedia look up
	LC_HABS_HAER_nc0191		Bethabara Moravian Church, 2147 Bethabara Road (State Route 1681), Old Town, Forsyth County, NC	Old Town Forsyth County NC	Forsyth County,  NC	HABS NC-12-C-4 ; Building/structure dates: 1788 Initial Construction ; National Register of Historic Places NRIS Number: 10000008	10000008		wikipedia look up
	LC_HABS_HAER_nc0192		Bethabara Parsonage, U.S. Route 421, Old Town, Forsyth County, NC	Old Town Forsyth County NC	Forsyth County,  NC	HABS NC-193 ; Building/structure dates:    1802- 1803 Initial Construction ; National Register of Historic Places NRIS Number: 10000008	10000008		wikipedia look up
	LC_HABS_HAER_nc0343		The Tavern, 800 South Main Street, Winston-Salem, Forsyth County, NC	Winston-Salem Forsyth County NC	Forsyth County,  NC	HABS NC-12-C-3 ; Building/structure dates: ca. 1784 Initial Construction ; Building/structure dates:    1832 Subsequent Work ; Building/structure dates:    1834 Subsequent Work ; Building/structure dates:    1842 Subsequent Work ; Building/structure dates:    1853 Subsequent Work ; National Register of Historic Places NRIS Number: 66000592	66000592		wikipedia look up
	LC_HABS_HAER_nc0239		Mendenhall House, U.S. Route 29-70A, Jamestown, Guilford County, NC	Jamestown Guilford County NC	Guilford County,  NC	HABS NC-37 ; Building/structure dates: ca. 1811 Initial Construction ; National Register of Historic Places NRIS Number: 72000964	72000964		wikipedia look up
	LC_HABS_HAER_nc0347		Mendenhall Counting House, Jamestown, Guilford County, NC	Jamestown Guilford County NC	Guilford County,  NC	HABS NC-97 ; National Register of Historic Places NRIS Number: 72000964	72000964		wikipedia look up
	LC_HABS_HAER_nc0241		Benbow House, Oak Ridge, Guilford County, NC	Oak Ridge Guilford County NC	Guilford County,  NC	HABS NC-96 ; Building/structure dates: 1823 Initial Construction ; National Register of Historic Places NRIS Number: 82004842	82004842		wikipedia look up
	LC_HABS_HAER_nc0490		Carl Sandburg Home, Farm Manager's House, Flat Rock, Henderson County, NC	Flat Rock Henderson County NC	Henderson County,  NC	HABS NC-392-A ; National Register of Historic Places NRIS Number: 68000013	68000013		wikipedia look up
	LC_HABS_HAER_nc0491		Carl Sandburg Home, Swedish House, Flat Rock, Henderson County, NC	Flat Rock Henderson County NC	Henderson County,  NC	HABS NC-392-B ; National Register of Historic Places NRIS Number: 68000013	68000013		wikipedia look up
	LC_HABS_HAER_nc0492		Carl Sandburg Home, Tenant House, Flat Rock, Henderson County, NC	Flat Rock Henderson County NC	Henderson County,  NC	HABS NC-392-C ; National Register of Historic Places NRIS Number: 68000013	68000013		wikipedia look up
	LC_HABS_HAER_nc0493		Carl Sandburg Home, Chicken House, Flat Rock, Henderson County, NC	Flat Rock Henderson County NC	Henderson County,  NC	HABS NC-392-D ; National Register of Historic Places NRIS Number: 68000013	68000013		wikipedia look up
